stream_row_id,engine_id,mission_id,timestamp_s,altitude_m,ambient_temp_C,pressure_kPa,air_density_kg_m3,throttle_pct,load_pct,rpm,air_mass_flow_kg_s,fuel_flow_kg_s,torque_Nm,power_W,cht_C,egt_C,oil_temperature_C,oil_pressure_bar,vibration_rms,battery_voltage_V,alternator_current_A,injection_timing_deg,expected_rpm,expected_cht_C,expected_egt_C,physics_residual_C
10587,ENGINE_001,46,587,2469.66,40.04,35.075,0.39015,60.13,61.05,2242.24,0.02021,0.004421,226.89,53276.2,149.85,678.78,79.65,3.728,0.7174,28.116,38.76,24.53,2244.72,149.18,678.24,0.67
10588,ENGINE_001,46,588,2468.92,40.04,35.087,0.39029,60.14,59.84,2247.93,0.02027,0.004585,223.5,52612.5,146.26,686.4,80.5,3.68,0.6718,27.932,36.16,24.578,2244.72,149.18,678.23,-2.92
10589,ENGINE_001,46,589,2468.17,40.03,35.1,0.39043,60.15,60.12,2246.76,0.02026,0.004436,226.51,53292.2,150.39,685.64,80.78,3.712,0.6858,27.972,36.66,24.74,2244.72,149.17,678.22,1.22
10590,ENGINE_001,46,590,2467.42,40.03,35.112,0.39058,60.17,58.91,2242.97,0.02024,0.004496,228.35,53635.0,149.72,678.33,80.91,3.65,0.674,27.778,36.3,24.752,2244.72,149.17,678.21,0.56
10591,ENGINE_001,46,591,2466.67,40.03,35.125,0.39072,60.18,61.15,2246.71,0.02028,0.004452,228.14,53675.0,151.23,680.21,81.55,3.702,0.6536,28.005,38.75,24.787,2244.73,149.16,678.21,2.07
10592,ENGINE_001,46,592,2465.92,40.03,35.137,0.39086,60.19,59.61,2251.33,0.02033,0.004514,231.41,54557.3,148.11,679.28,80.26,3.645,0.7159,27.991,38.68,24.729,2244.73,149.16,678.2,-1.05
10593,ENGINE_001,46,593,2465.17,40.02,35.15,0.391,60.21,60.42,2246.34,0.02029,0.004466,233.26,54872.4,148.04,678.57,80.23,3.682,0.7087,27.991,36.97,24.609,2244.73,149.15,678.19,-1.11
10594,ENGINE_001,46,594,2464.42,40.02,35.162,0.39115,60.22,61.28,2246.62,0.0203,0.004488,230.84,54308.6,145.96,678.0,80.27,3.729,0.6081,27.832,38.2,24.587,2244.73,149.14,678.19,-3.19
10595,ENGINE_001,46,595,2463.67,40.02,35.175,0.39129,60.24,60.67,2228.5,0.02014,0.004547,225.16,52544.4,150.69,675.73,80.84,3.677,0.7152,27.932,37.64,24.631,2244.73,149.14,678.18,1.55
10596,ENGINE_001,46,596,2462.92,40.02,35.187,0.39143,60.26,59.25,2235.57,0.02021,0.004491,228.38,53464.6,149.61,682.44,79.77,3.63,0.7003,28.045,36.07,24.574,2244.74,149.13,678.17,0.47
10597,ENGINE_001,46,597,2462.17,40.01,35.2,0.39157,60.27,60.89,2247.19,0.02033,0.004601,230.25,54183.2,150.63,674.51,80.1,3.766,0.6575,27.97,35.17,24.499,2244.74,149.13,678.17,1.51
10598,ENGINE_001,46,598,2461.41,40.01,35.213,0.39172,60.29,60.06,2232.88,0.0202,0.004448,232.24,54303.9,148.56,676.78,80.02,3.698,0.6977,27.769,37.18,24.658,2244.74,149.12,678.16,-0.56
10599,ENGINE_001,46,599,2460.66,40.01,35.225,0.39186,60.31,61.1,2257.11,0.02043,0.004452,225.93,53400.9,152.77,681.2,81.45,3.771,0.835,27.906,37.3,24.786,2244.74,149.12,678.15,3.65
10600,ENGINE_001,46,600,2459.91,40.01,35.238,0.392,60.33,60.23,2254.4,0.02041,0.004474,234.82,55436.6,152.57,675.56,83.05,3.644,0.6398,27.96,38.9,24.637,2244.74,149.11,678.15,3.46
10601,ENGINE_001,46,601,2459.15,40.01,35.251,0.39214,60.35,61.26,2236.88,0.02026,0.004504,231.4,54205.2,147.14,674.47,81.43,3.673,0.6357,28.02,37.92,24.509,2244.75,149.11,678.14,-1.97
10602,ENGINE_001,46,602,2458.4,40.01,35.263,0.39229,60.37,58.1,2235.0,0.02025,0.004531,223.47,52303.5,148.96,679.06,81.63,3.672,0.7126,28.004,37.08,24.769,2244.75,149.1,678.14,-0.15
10603,ENGINE_001,46,603,2457.64,40.01,35.276,0.39243,60.39,60.78,2245.08,0.02035,0.004481,232.81,54733.9,148.6,678.65,80.82,3.741,0.6813,27.859,38.82,24.48,2244.75,149.1,678.13,-0.5
10604,ENGINE_001,46,604,2456.89,40.0,35.289,0.39257,60.41,60.52,2246.39,0.02037,0.004423,225.92,53146.2,147.35,678.4,81.36,3.66,0.7261,28.043,39.27,24.587,2244.75,149.09,678.12,-1.75
10605,ENGINE_001,46,605,2456.13,40.0,35.301,0.39271,60.43,63.02,2246.8,0.02038,0.004428,225.99,53171.4,146.65,678.1,81.91,3.744,0.6126,27.835,39.74,24.817,2244.75,149.09,678.12,-2.44
10606,ENGINE_001,46,606,2455.37,40.0,35.314,0.39286,60.45,62.45,2253.84,0.02045,0.004461,233.1,55016.0,149.79,688.69,80.13,3.708,0.7162,27.867,38.58,24.497,2244.76,149.09,678.11,0.7
10607,ENGINE_001,46,607,2454.61,40.0,35.327,0.393,60.47,60.61,2243.07,0.02036,0.004481,229.72,53959.6,147.06,675.6,80.2,3.687,0.7096,28.076,38.41,24.822,2244.76,149.08,678.11,-2.02
10608,ENGINE_001,46,608,2453.86,40.0,35.339,0.39314,60.5,61.67,2259.3,0.02052,0.004508,226.68,53631.8,148.5,675.82,80.77,3.677,0.7328,28.066,40.41,24.679,2244.76,149.08,678.1,-0.58
10609,ENGINE_001,46,609,2453.1,40.0,35.352,0.39328,60.52,62.48,2252.82,0.02047,0.004531,224.72,53015.8,149.29,674.51,81.47,3.667,0.6048,27.972,38.86,24.515,2244.76,149.07,678.1,0.22
10610,ENGINE_001,46,610,2452.34,40.0,35.365,0.39342,60.54,58.59,2241.59,0.02037,0.004501,229.36,53840.9,150.36,680.95,80.84,3.725,0.6861,28.134,38.05,24.666,2244.76,149.07,678.09,1.29
10611,ENGINE_001,46,611,2451.58,40.0,35.378,0.39357,60.57,59.32,2243.02,0.02039,0.004482,227.23,53372.8,147.98,684.02,80.35,3.661,0.7707,28.127,38.3,24.6,2244.77,149.06,678.09,-1.09
10612,ENGINE_001,46,612,2450.82,40.0,35.39,0.39371,60.59,60.71,2247.9,0.02044,0.004475,227.85,53634.6,148.37,671.7,80.08,3.731,0.7657,27.8,37.43,24.598,2244.77,149.06,678.08,-0.69
10613,ENGINE_001,46,613,2450.06,40.0,35.403,0.39385,60.62,59.91,2244.69,0.02042,0.004454,229.87,54035.0,150.19,678.05,80.73,3.711,0.7438,27.903,35.97,24.583,2244.77,149.06,678.08,1.13
10614,ENGINE_001,46,614,2449.3,40.0,35.416,0.39399,60.64,60.31,2242.07,0.02041,0.00445,228.12,53561.1,149.47,675.98,81.24,3.654,0.7079,27.86,38.42,24.455,2244.77,149.05,678.07,0.42
10615,ENGINE_001,46,615,2448.54,40.0,35.429,0.39414,60.67,59.95,2239.34,0.02039,0.00456,228.03,53474.6,147.6,680.81,81.38,3.701,0.6518,27.773,36.66,24.638,2244.77,149.05,678.07,-1.45
10616,ENGINE_001,46,616,2447.78,40.0,35.442,0.39428,60.7,61.03,2228.84,0.0203,0.004523,228.14,53247.8,149.13,682.65,80.5,3.612,0.7033,27.84,37.11,24.512,2244.78,149.05,678.06,0.08
10617,ENGINE_001,46,617,2447.02,40.0,35.454,0.39442,60.73,60.82,2254.14,0.02054,0.004576,225.64,53263.5,151.68,675.5,79.98,3.712,0.7771,28.012,39.53,24.604,2244.78,149.04,678.06,2.63
10618,ENGINE_001,46,618,2446.26,40.0,35.467,0.39456,60.75,61.43,2237.86,0.0204,0.004473,225.06,52741.6,149.43,675.19,80.22,3.677,0.6986,28.018,38.65,24.557,2244.78,149.04,678.05,0.39
10619,ENGINE_001,46,619,2445.5,40.0,35.48,0.3947,60.78,61.25,2241.17,0.02043,0.004427,222.46,52210.1,150.09,673.11,80.6,3.718,0.7755,27.811,37.35,24.797,2244.78,149.04,678.05,1.06
10620,ENGINE_001,46,620,2444.74,40.0,35.493,0.39484,60.81,59.76,2251.81,0.02054,0.004537,223.48,52697.6,149.89,686.0,81.67,3.684,0.6276,28.027,39.18,24.44,2244.78,149.03,678.04,0.85
10621,ENGINE_001,46,621,2443.98,40.0,35.506,0.39499,60.84,61.79,2242.75,0.02046,0.004464,230.93,54236.1,149.06,672.02,79.79,3.73,0.7384,27.905,37.36,24.672,2244.79,149.03,678.04,0.03
10622,ENGINE_001,46,622,2443.21,40.01,35.519,0.39513,60.87,63.15,2243.46,0.02048,0.004408,230.19,54079.7,147.75,678.83,80.47,3.674,0.6948,28.118,37.93,24.527,2244.79,149.03,678.04,-1.28
10623,ENGINE_001,46,623,2442.45,40.01,35.531,0.39527,60.9,60.7,2232.96,0.02039,0.004487,231.49,54129.7,148.32,672.97,80.52,3.605,0.736,27.975,39.1,24.419,2244.79,149.03,678.03,-0.71
10624,ENGINE_001,46,624,2441.69,40.01,35.544,0.39541,60.93,58.05,2250.47,0.02056,0.004425,231.71,54606.7,148.79,674.74,80.61,3.721,0.5786,28.076,36.69,24.539,2244.79,149.02,678.03,-0.23
10625,ENGINE_001,46,625,2440.93,40.01,35.557,0.39555,60.96,60.83,2252.73,0.02058,0.004517,227.05,53563.3,145.96,678.54,80.14,3.64,0.6368,27.926,38.42,24.879,2244.79,149.02,678.02,-3.06
10626,ENGINE_001,46,626,2440.17,40.01,35.57,0.39569,61.0,58.78,2239.25,0.02047,0.004471,230.02,53937.6,147.99,665.69,79.6,3.657,0.7279,27.971,39.56,24.583,2244.8,149.02,678.02,-1.03
10627,ENGINE_001,46,627,2439.4,40.01,35.583,0.39583,61.03,58.64,2240.97,0.02049,0.004462,220.63,51775.5,148.21,682.43,80.67,3.657,0.6036,27.998,37.82,24.555,2244.8,149.01,678.02,-0.81
10628,ENGINE_001,46,628,2438.64,40.01,35.596,0.39598,61.06,58.71,2245.12,0.02054,0.004533,230.4,54170.2,148.18,675.3,79.53,3.798,0.7399,28.077,37.94,24.665,2244.8,149.01,678.01,-0.83
10629,ENGINE_001,46,629,2437.88,40.02,35.609,0.39612,61.09,58.01,2241.66,0.02051,0.004495,224.52,52704.7,148.89,675.49,79.99,3.726,0.7586,28.037,35.4,24.78,2244.8,149.01,678.01,-0.12
10630,ENGINE_001,46,630,2437.12,40.02,35.621,0.39626,61.13,61.36,2229.06,0.0204,0.0045,228.67,53376.8,148.99,677.09,80.02,3.723,0.6193,27.932,39.85,24.672,2244.8,149.01,678.01,-0.01
10631,ENGINE_001,46,631,2436.36,40.02,35.634,0.3964,61.16,61.2,2245.23,0.02056,0.004476,233.84,54980.6,147.63,674.23,82.01,3.677,0.7769,27.934,37.93,24.655,2244.81,149.01,678.0,-1.37
10632,ENGINE_001,46,632,2435.59,40.02,35.647,0.39654,61.2,60.0,2245.59,0.02057,0.004572,228.6,53755.9,147.24,676.99,81.13,3.705,0.834,28.144,37.61,24.401,2244.81,149.0,678.0,-1.76
10633,ENGINE_001,46,633,2434.83,40.02,35.66,0.39668,61.23,58.98,2252.42,0.02064,0.004509,230.36,54334.6,146.98,679.42,79.38,3.709,0.7031,27.955,38.07,24.601,2244.81,149.0,678.0,-2.02
10634,ENGINE_001,46,634,2434.07,40.03,35.673,0.39682,61.27,61.93,2250.57,0.02063,0.004458,229.85,54170.0,151.18,678.98,81.08,3.69,0.6517,27.953,37.78,24.593,2244.81,149.0,677.99,2.18
10635,ENGINE_001,46,635,2433.31,40.03,35.686,0.39696,61.31,61.92,2246.08,0.0206,0.004563,223.22,52503.1,148.11,678.94,80.55,3.647,0.6419,27.96,37.96,24.825,2244.81,149.0,677.99,-0.89
10636,ENGINE_001,46,636,2432.55,40.03,35.699,0.3971,61.34,57.71,2245.83,0.0206,0.004472,229.14,53888.7,148.56,677.1,80.02,3.71,0.8105,28.088,36.45,24.654,2244.82,149.0,677.99,-0.44
10637,ENGINE_001,46,637,2431.79,40.04,35.712,0.39724,61.38,60.01,2255.57,0.0207,0.004457,225.71,53312.7,148.62,679.83,80.8,3.69,0.7568,27.976,37.9,24.465,2244.82,149.0,677.98,-0.38
10638,ENGINE_001,46,638,2431.03,40.04,35.725,0.39738,61.42,58.57,2241.09,0.02057,0.004485,227.08,53293.2,149.84,682.47,81.0,3.694,0.7117,27.91,38.14,24.701,2244.82,148.99,677.98,0.85
10639,ENGINE_001,46,639,2430.26,40.04,35.737,0.39752,61.45,62.69,2252.32,0.02068,0.004544,227.18,53582.9,149.3,671.03,80.43,3.721,0.7598,27.955,39.92,24.506,2244.82,148.99,677.98,0.3
10640,ENGINE_001,46,640,2429.5,40.04,35.75,0.39766,61.49,61.01,2252.11,0.02069,0.004528,229.3,54079.1,146.81,679.53,80.03,3.68,0.7483,28.029,38.06,24.717,2244.82,148.99,677.98,-2.18
10641,ENGINE_001,46,641,2428.74,40.05,35.763,0.3978,61.53,62.05,2236.41,0.02055,0.004538,228.82,53589.3,151.25,681.34,81.28,3.63,0.7364,28.126,36.8,24.562,2244.83,148.99,677.97,2.26
10642,ENGINE_001,46,642,2427.98,40.05,35.776,0.39794,61.57,60.61,2237.36,0.02057,0.004486,231.08,54141.5,146.86,673.25,82.03,3.722,0.61,28.152,39.66,24.553,2244.83,148.99,677.97,-2.13
10643,ENGINE_001,46,643,2427.22,40.05,35.789,0.39807,61.61,61.83,2239.94,0.0206,0.004482,230.46,54058.8,146.52,679.96,80.89,3.649,0.6714,28.152,37.8,24.599,2244.83,148.99,677.97,-2.46
10644,ENGINE_001,46,644,2426.46,40.06,35.802,0.39821,61.65,64.63,2252.6,0.02072,0.004503,231.88,54697.5,150.67,670.11,81.19,3.694,0.7583,27.905,39.62,24.537,2244.83,148.99,677.97,1.68
10645,ENGINE_001,46,645,2425.7,40.06,35.815,0.39835,61.69,59.55,2245.92,0.02067,0.004498,231.24,54386.1,152.93,679.36,80.01,3.77,0.7383,27.968,36.73,24.566,2244.83,148.99,677.97,3.94
10646,ENGINE_001,46,646,2424.94,40.07,35.828,0.39849,61.73,64.72,2254.52,0.02075,0.004463,232.02,54778.0,149.44,676.12,80.82,3.681,0.7188,28.088,39.3,24.759,2244.84,148.99,677.96,0.45
10647,ENGINE_001,46,647,2424.19,40.07,35.841,0.39863,61.78,60.55,2229.66,0.02053,0.00443,230.73,53874.1,150.36,680.81,80.61,3.677,0.6528,28.039,38.85,24.544,2244.84,148.99,677.96,1.37
10648,ENGINE_001,46,648,2423.43,40.07,35.854,0.39877,61.82,60.93,2245.02,0.02068,0.004468,225.63,53044.1,147.41,673.41,80.88,3.703,0.7695,28.037,38.49,24.759,2244.84,148.99,677.96,-1.58
10649,ENGINE_001,46,649,2422.67,40.08,35.866,0.39891,61.86,61.19,2244.67,0.02068,0.004418,228.41,53691.3,148.09,678.06,80.49,3.677,0.704,28.026,36.31,24.708,2244.84,148.98,677.96,-0.9
10650,ENGINE_001,46,650,2421.91,40.08,35.879,0.39904,61.9,62.95,2249.53,0.02074,0.004526,221.69,52222.8,148.73,671.19,79.6,3.693,0.6296,27.954,38.93,24.681,2244.84,148.98,677.96,-0.25
10651,ENGINE_001,46,651,2421.15,40.09,35.892,0.39918,61.95,63.69,2238.75,0.02064,0.004513,226.46,53091.7,149.08,677.96,81.02,3.7,0.7692,27.957,40.1,24.618,2244.85,148.98,677.96,0.1
10652,ENGINE_001,46,652,2420.4,40.09,35.905,0.39932,61.99,62.26,2233.21,0.0206,0.004437,223.7,52314.8,150.07,690.24,79.23,3.688,0.6744,28.005,38.02,24.472,2244.85,148.98,677.95,1.08
10653,ENGINE_001,46,653,2419.64,40.1,35.918,0.39946,62.03,62.34,2234.9,0.02062,0.004402,230.39,53921.1,149.15,671.34,80.49,3.612,0.8079,28.019,37.61,24.57,2244.85,148.98,677.95,0.16
10654,ENGINE_001,46,654,2418.88,40.1,35.931,0.39959,62.08,59.66,2235.28,0.02063,0.004479,228.66,53523.9,147.99,678.48,80.08,3.642,0.6386,28.024,37.17,24.618,2244.85,148.98,677.95,-0.99
10655,ENGINE_001,46,655,2418.13,40.11,35.944,0.39973,62.12,62.53,2245.34,0.02073,0.00455,225.51,53024.7,150.81,674.94,80.91,3.734,0.7476,27.971,38.95,24.518,2244.85,148.98,677.95,1.82
10656,ENGINE_001,46,656,2417.37,40.11,35.956,0.39987,62.17,61.53,2246.1,0.02075,0.004474,223.93,52671.8,152.13,681.71,81.06,3.722,0.6474,27.999,38.49,24.574,2244.86,148.98,677.95,3.14
10657,ENGINE_001,46,657,2416.62,40.12,35.969,0.4,62.22,64.7,2239.82,0.0207,0.004523,227.51,53364.2,146.06,675.8,81.1,3.707,0.6143,28.076,40.94,24.66,2244.86,148.99,677.95,-2.93
10658,ENGINE_001,46,658,2415.87,40.12,35.982,0.40014,62.26,63.67,2239.7,0.0207,0.004531,226.07,53023.7,149.29,675.32,81.44,3.614,0.6092,28.188,41.28,24.619,2244.86,148.99,677.95,0.31
10659,ENGINE_001,46,659,2415.11,40.13,35.995,0.40027,62.31,63.16,2243.67,0.02075,0.004505,224.55,52759.4,152.05,684.24,81.63,3.652,0.6912,27.939,39.54,24.609,2244.86,148.99,677.95,3.07
10660,ENGINE_001,46,660,2414.36,40.13,36.008,0.40041,62.36,63.21,2240.94,0.02073,0.004501,225.83,52995.5,150.45,679.82,80.66,3.67,0.777,27.823,39.84,24.768,2244.86,148.99,677.95,1.46
10661,ENGINE_001,46,661,2413.61,40.14,36.021,0.40055,62.4,59.67,2250.48,0.02082,0.004469,233.66,55065.7,147.45,680.84,80.31,3.705,0.7644,27.961,37.26,24.642,2244.87,148.99,677.95,-1.54
10662,ENGINE_001,46,662,2412.86,40.14,36.034,0.40068,62.45,63.78,2254.22,0.02086,0.004477,234.37,55325.1,149.47,678.95,79.02,3.768,0.6836,28.071,39.0,24.734,2244.87,148.99,677.95,0.48
10663,ENGINE_001,46,663,2412.1,40.15,36.046,0.40082,62.5,62.48,2230.07,0.02065,0.004523,226.74,52950.7,148.81,682.76,81.33,3.656,0.6311,28.038,39.27,24.498,2244.87,148.99,677.95,-0.18
10664,ENGINE_001,46,664,2411.35,40.15,36.059,0.40095,62.55,61.03,2242.89,0.02077,0.004438,228.74,53726.3,148.51,673.51,79.85,3.654,0.7397,28.049,38.49,24.338,2244.87,148.99,677.95,-0.48
10665,ENGINE_001,46,665,2410.61,40.16,36.072,0.40109,62.6,63.21,2250.28,0.02085,0.004491,228.15,53764.3,147.51,681.74,81.0,3.732,0.6616,28.109,36.27,24.815,2244.87,148.99,677.95,-1.49
10666,ENGINE_001,46,666,2409.86,40.17,36.085,0.40122,62.65,63.45,2232.69,0.02069,0.004431,224.34,52451.7,148.86,677.66,80.19,3.752,0.8771,28.08,40.5,24.728,2244.87,148.99,677.95,-0.13
10667,ENGINE_001,46,667,2409.11,40.17,36.098,0.40135,62.7,63.24,2249.07,0.02085,0.004503,224.39,52848.4,149.77,678.62,81.8,3.715,0.7315,28.061,39.03,24.601,2244.88,148.99,677.95,0.78
10668,ENGINE_001,46,668,2408.36,40.18,36.11,0.40149,62.75,62.56,2245.56,0.02083,0.004512,230.39,54177.1,148.66,681.52,80.57,3.622,0.6277,27.922,39.34,24.449,2244.88,149.0,677.95,-0.33
10669,ENGINE_001,46,669,2407.61,40.19,36.123,0.40162,62.8,63.48,2257.35,0.02094,0.004506,227.88,53867.6,147.41,678.35,80.32,3.749,0.7473,27.961,38.82,24.71,2244.88,149.0,677.95,-1.59
10670,ENGINE_001,46,670,2406.87,40.19,36.136,0.40176,62.85,62.6,2237.18,0.02076,0.004453,231.09,54139.0,147.17,672.59,81.22,3.687,0.6835,28.006,37.51,24.65,2244.88,149.0,677.95,-1.83
10671,ENGINE_001,46,671,2406.12,40.2,36.149,0.40189,62.9,61.54,2245.07,0.02084,0.004587,235.08,55269.0,149.08,682.29,81.02,3.689,0.7139,27.969,39.37,24.638,2244.88,149.0,677.95,0.08
10672,ENGINE_001,46,672,2405.38,40.21,36.161,0.40202,62.95,60.89,2251.86,0.02091,0.004481,230.77,54420.0,152.37,676.18,81.24,3.687,0.7841,27.988,38.09,24.702,2244.89,149.0,677.95,3.37
10673,ENGINE_001,46,673,2404.64,40.21,36.174,0.40215,63.0,60.24,2252.11,0.02092,0.004502,232.0,54714.5,148.8,680.92,80.23,3.718,0.7721,28.013,39.01,24.374,2244.89,149.0,677.95,-0.2
10674,ENGINE_001,46,674,2403.89,40.22,36.187,0.40229,63.05,63.89,2241.71,0.02083,0.004383,230.47,54103.9,146.92,669.58,80.0,3.732,0.661,27.824,38.59,24.531,2244.89,149.01,677.95,-2.09
10675,ENGINE_001,46,675,2403.15,40.23,36.199,0.40242,63.11,61.15,2249.4,0.02091,0.004476,228.3,53778.2,149.88,678.04,81.53,3.701,0.6604,28.041,39.77,24.644,2244.89,149.01,677.95,0.87
10676,ENGINE_001,46,676,2402.41,40.23,36.212,0.40255,63.16,64.27,2257.14,0.02099,0.004484,231.19,54646.5,147.76,673.44,80.96,3.685,0.7114,27.959,38.3,24.508,2244.89,149.01,677.95,-1.25
10677,ENGINE_001,46,677,2401.67,40.24,36.225,0.40268,63.21,65.69,2268.03,0.02115,0.0045,229.83,54585.6,153.52,680.81,83.19,3.78,0.6783,27.748,37.53,24.711,2251.81,150.1,680.72,3.42
10678,ENGINE_001,46,678,2400.93,40.25,36.237,0.40281,63.27,60.41,2250.67,0.02094,0.00448,227.72,53671.6,150.46,679.35,80.34,3.785,0.6941,27.989,39.25,24.377,2244.9,149.01,677.95,1.45
10679,ENGINE_001,46,679,2400.19,40.26,36.25,0.40294,63.32,64.23,2243.06,0.02088,0.004556,226.84,53283.1,146.62,676.89,80.28,3.703,0.6302,27.905,39.26,24.529,2244.9,149.02,677.95,-2.39
10680,ENGINE_001,46,680,2399.46,40.26,36.263,0.40308,63.37,64.82,2263.06,0.02107,0.004491,230.67,54665.0,149.69,681.13,80.16,3.692,0.7274,27.914,37.94,24.546,2244.9,149.02,677.95,0.68
10681,ENGINE_001,46,681,2398.72,40.27,36.275,0.40321,63.43,61.41,2244.13,0.0209,0.004418,229.89,54025.7,148.23,677.28,80.94,3.625,0.674,28.156,38.8,24.481,2244.9,149.02,677.96,-0.79
10682,ENGINE_001,46,682,2397.98,40.28,36.288,0.40334,63.48,64.74,2249.63,0.02096,0.004474,224.82,52962.9,145.72,684.11,82.51,3.742,0.8079,27.902,36.96,24.584,2244.91,149.02,677.96,-3.3
10683,ENGINE_001,46,683,2397.25,40.29,36.301,0.40347,63.54,63.19,2242.59,0.0209,0.004493,231.01,54250.2,151.28,671.75,81.04,3.652,0.7513,27.885,38.75,24.501,2244.91,149.03,677.96,2.26
10684,ENGINE_001,46,684,2396.52,40.29,36.313,0.4036,63.59,66.26,2251.49,0.0211,0.004632,233.93,55154.8,151.01,684.9,81.81,3.722,0.5968,27.931,39.74,24.337,2257.54,151.01,683.01,-0.0
10685,ENGINE_001,46,685,2395.78,40.3,36.326,0.40373,63.65,61.94,2231.44,0.02081,0.004541,226.36,52895.8,150.55,677.41,80.4,3.669,0.7399,27.893,37.86,24.423,2244.91,149.03,677.96,1.51
10686,ENGINE_001,46,686,2395.05,40.31,36.338,0.40385,63.71,62.39,2244.56,0.02094,0.00448,226.69,53284.5,148.64,675.17,81.46,3.636,0.7476,27.817,39.48,24.466,2244.91,149.03,677.96,-0.4
10687,ENGINE_001,46,687,2394.32,40.32,36.351,0.40398,63.76,66.15,2257.26,0.02116,0.00473,230.12,54395.0,152.65,681.76,81.19,3.694,0.7377,27.837,40.42,24.554,2256.41,150.84,682.56,1.8
10688,ENGINE_001,46,688,2393.59,40.33,36.363,0.40411,63.82,64.5,2244.93,0.02096,0.004478,225.52,53017.7,149.97,676.96,80.4,3.714,0.631,27.943,39.39,24.762,2244.92,149.04,677.97,0.92
10689,ENGINE_001,46,689,2392.87,40.34,36.376,0.40424,63.88,60.36,2243.68,0.02095,0.00452,230.42,54138.2,147.51,674.85,80.53,3.714,0.6681,27.838,39.46,24.489,2244.92,149.04,677.97,-1.53
10690,ENGINE_001,46,690,2392.14,40.34,36.388,0.40437,63.93,62.09,2243.84,0.02096,0.004515,236.87,55659.2,149.34,679.25,80.78,3.696,0.8082,28.064,39.48,24.295,2244.92,149.05,677.97,0.29
10691,ENGINE_001,46,691,2391.41,40.35,36.401,0.40449,63.99,61.36,2245.96,0.02099,0.004521,227.53,53513.8,150.94,680.25,80.67,3.706,0.6506,27.989,38.01,24.768,2244.92,149.05,677.97,1.89
10692,ENGINE_001,46,692,2390.69,40.36,36.413,0.40462,64.05,63.98,2255.89,0.02109,0.004466,226.52,53512.6,148.91,675.52,80.03,3.694,0.7862,28.01,40.67,24.659,2244.93,149.05,677.98,-0.14
10693,ENGINE_001,46,693,2389.97,40.37,36.426,0.40475,64.11,63.99,2243.35,0.02097,0.004414,226.91,53306.5,150.7,679.42,80.5,3.65,0.6876,28.066,38.4,24.65,2244.93,149.06,677.98,1.65
10694,ENGINE_001,46,694,2389.25,40.38,36.438,0.40488,64.17,63.51,2238.51,0.02094,0.004419,224.8,52695.9,147.88,678.81,80.26,3.694,0.8546,27.972,39.23,24.621,2244.93,149.06,677.98,-1.18
10695,ENGINE_001,46,695,2388.52,40.39,36.451,0.405,64.22,63.5,2243.33,0.02099,0.00442,229.58,53933.2,150.11,676.05,80.36,3.703,0.7146,27.942,39.9,24.593,2244.93,149.07,677.98,1.04
10696,ENGINE_001,46,696,2387.81,40.4,36.463,0.40513,64.28,63.34,2260.92,0.02116,0.004431,226.61,53653.8,149.49,676.02,81.41,3.703,0.7591,28.139,39.27,24.765,2244.93,149.07,677.99,0.42
10697,ENGINE_001,46,697,2387.09,40.41,36.475,0.40525,64.34,63.51,2243.49,0.021,0.004459,225.8,53049.9,151.08,683.02,80.34,3.681,0.7498,27.924,40.78,24.397,2244.93,149.07,677.99,2.0
10698,ENGINE_001,46,698,2386.37,40.42,36.488,0.40538,64.4,64.33,2251.96,0.02109,0.004501,231.12,54504.9,148.82,673.58,79.39,3.705,0.763,28.054,39.11,24.782,2244.94,149.08,677.99,-0.25
10699,ENGINE_001,46,699,2385.65,40.43,36.5,0.4055,64.46,64.8,2242.67,0.02101,0.004545,222.38,52225.5,148.5,681.12,81.36,3.66,0.7494,28.115,40.78,24.677,2244.94,149.08,677.99,-0.59
10700,ENGINE_001,46,700,2384.94,40.44,36.512,0.40563,64.52,63.01,2239.93,0.02099,0.004479,227.05,53256.8,149.33,679.23,81.33,3.64,0.598,28.022,39.82,24.526,2244.94,149.09,678.0,0.24
10701,ENGINE_001,46,701,2384.23,40.44,36.525,0.40575,64.58,65.05,2236.9,0.02097,0.004557,227.8,53362.1,150.78,674.1,79.95,3.633,0.745,27.799,39.08,24.594,2245.42,149.16,678.19,1.62
10702,ENGINE_001,46,702,2383.52,40.45,36.537,0.40588,64.64,65.82,2247.95,0.02114,0.004599,226.92,53418.8,151.45,684.37,81.31,3.733,0.6826,27.997,39.52,24.775,2253.15,150.38,681.29,1.07
10703,ENGINE_001,46,703,2382.81,40.46,36.549,0.406,64.7,65.51,2257.53,0.02122,0.004556,230.12,54401.5,149.91,682.48,81.76,3.787,0.6153,27.965,40.81,24.624,2250.09,149.91,680.06,0.0
10704,ENGINE_001,46,704,2382.1,40.47,36.561,0.40612,64.76,64.32,2239.82,0.02101,0.004545,231.78,54365.8,149.31,681.2,80.31,3.646,0.7121,28.023,38.78,24.468,2244.95,149.1,678.01,0.21
10705,ENGINE_001,46,705,2381.39,40.48,36.574,0.40624,64.82,65.82,2246.8,0.02115,0.004523,229.64,54031.6,149.74,679.37,82.35,3.658,0.7871,27.799,40.05,24.783,2253.14,150.39,681.29,-0.66
